[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[7, 7, 7, 7, 0, 0, 0, 0, 0, 0, 0]
[7, 7, 7, 7, 0, 0, 0, 0, 0, 0, 0]
[7, 7, 7, 7, 0, 0, 0, 0, 0, 0, 0]
[7, 7, 7, 7, 0, 0, 0, 0, 0, 0, 0]
[6, 7, 7, 7, 0, 0, 0, 0, 0, 0, 0]
[6, 7, 7, 7, 0, 0, 0, 0, 0, 0, 0]
[6, 7, 7, 7, 0, 0, 0, 0, 0, 0, 0]
[6, 7, 7, 7, 0, 0, 0, 0, 0, 0, 0]
[6, 7, 7, 6, 0, 0, 0, 0, 0, 0, 0]
[6, 7, 7, 6, 0, 0, 0, 0, 0, 0, 0]
[6, 6, 6, 6, 0, 0, 0, 0, 0, 0, 0]
[6, 6, 6, 6, 0, 0, 0, 0, 0, 0, 0]
[6, 6, 6, 6, 0, 0, 0, 0, 0, 0, 0]
[5, 6, 6, 5, 0, 0, 0, 0, 0, 0, 0]
[5, 6, 6, 5, 0, 0, 0, 0, 0, 0, 0]
[5, 5, 5, 5, 0, 0, 0, 0, 0, 0, 0]
[5, 5, 5, 5, 0, 0, 0, 0, 0, 0, 0]
[5, 5, 5, 5, 0, 0, 0, 0, 0, 0, 0]
[5, 5, 5, 5, 0, 0, 0, 0, 0, 0, 0]
[5, 5, 5, 5, 0, 0, 0, 0, 0, 0, 0]
[5, 5, 5, 5, 0, 0, 0, 0, 0, 0, 0]
[5, 5, 5, 4, 0, 0, 0, 0, 0, 0, 0]
[5, 5, 5, 4, 0, 0, 0, 0, 0, 0, 0]
[4, 4, 4, 4, 0, 0, 0, 0, 0, 0, 0]
[4, 4, 4, 4, 0, 0, 0, 0, 0, 0, 0]
[4, 4, 4, 4, 7, 0, 0, 0, 0, 0, 0]
[4, 4, 4, 4, 7, 0, 0, 0, 0, 0, 0]
[4, 4, 4, 4, 7, 0, 0, 0, 0, 0, 0]
[4, 4, 4, 4, 7, 0, 0, 0, 0, 0, 0]
[3, 3, 3, 4, 7, 0, 0, 0, 0, 0, 0]
[3, 3, 3, 4, 7, 0, 0, 0, 0, 0, 0]
[3, 3, 3, 4, 7, 0, 0, 0, 0, 0, 0]
[3, 3, 3, 4, 7, 0, 0, 0, 0, 0, 0]
[3, 3, 3, 4, 7, 0, 0, 0, 0, 0, 0]
[3, 3, 3, 4, 7, 7, 0, 0, 0, 0, 0]
[3, 3, 3, 4, 7, 7, 0, 0, 0, 0, 0]
[3, 3, 3, 4, 7, 7, 0, 0, 0, 0, 0]
[3, 2, 3, 4, 7, 7, 7, 0, 0, 0, 0]
[3, 2, 3, 4, 7, 7, 7, 0, 0, 0, 0]
[3, 2, 3, 4, 7, 7, 7, 0, 0, 0, 0]
[2, 2, 2, 3, 7, 7, 7, 0, 0, 0, 0]
[2, 2, 2, 3, 7, 7, 7, 0, 0, 0, 0]
[2, 2, 2, 3, 7, 7, 7, 0, 0, 0, 0]
[2, 2, 2, 3, 6, 7, 7, 0, 0, 0, 0]
[2, 2, 2, 3, 6, 7, 7, 0, 0, 0, 0]
[2, 2, 2, 3, 6, 7, 7, 0, 0, 0, 0]
[2, 1, 2, 3, 6, 7, 7, 0, 0, 0, 0]
[2, 1, 2, 3, 6, 6, 7, 0, 0, 0, 0]
[2, 1, 2, 3, 6, 6, 7, 0, 0, 0, 0]
[2, 1, 2, 3, 6, 6, 7, 0, 0, 0, 0]
[2, 1, 2, 3, 6, 6, 7, 0, 0, 0, 0]
[2, 1, 2, 3, 6, 6, 7, 0, 0, 0, 0]
[2, 1, 2, 3, 6, 6, 7, 0, 0, 0, 0]
[2, 1, 2, 3, 6, 6, 7, 0, 0, 0, 0]
[1, 1, 2, 3, 6, 6, 7, 0, 0, 0, 0]
[1, 1, 2, 3, 6, 6, 7, 0, 0, 0, 0]
[1, 1, 2, 3, 6, 6, 7, 0, 0, 0, 0]
[1, 1, 2, 3, 6, 5, 7, 0, 0, 0, 0]
[1, 1, 2, 3, 6, 6, 7, 0, 0, 0, 0]
[1, 1, 2, 3, 6, 6, 7, 0, 0, 0, 0]
[1, 1, 2, 3, 6, 6, 7, 0, 0, 0, 0]
[1, 0, 2, 3, 6, 6, 7, 7, 0, 0, 0]
[1, 0, 2, 3, 6, 6, 7, 7, 0, 0, 0]
[1, 0, 2, 3, 6, 6, 7, 7, 0, 0, 0]
[1, 0, 2, 3, 6, 5, 7, 7, 0, 0, 0]
[1, 0, 2, 3, 6, 6, 7, 7, 0, 0, 0]
[1, 0, 2, 3, 6, 6, 7, 7, 0, 0, 0]
